onet_code,emerging_title,description,core_tools,stat_text,stat_source,stat_title,stat_date,stat_url,search_query,job_search_url,fit,steps_json,experience_level
13-2061.00,Digital Assets Compliance Director,"Develops and owns the compliance program for a cryptocurrency exchange, stablecoin issuer, or digital asset custodian — covering AML/KYC, travel rule compliance, and coordination with state money transmitter regulators and the SEC or CFTC.","Chainalysis, Elliptic, Anchorage Digital API","The passage of the FIT21 crypto market structure bill in 2024 expanded SEC and CFTC oversight of digital assets, creating compliance roles at nearly every major exchange and custodian in the U.S.",U.S. House Financial Services Committee,Financial Innovation and Technology for the 21st Century Act (FIT21),May 2024,https://financialservices.house.gov/news/documentsingle.aspx?DocumentID=409473,"""Digital Assets Compliance"" Director OR Lead jobs 2025",,"Regulatory examination experience, AML/BSA knowledge, and safety-and-soundness judgment transfer directly — the shift is applying those frameworks to decentralized ledger technology.",,5
13-1161.01,Performance Marketing Analyst,Uses AI-powered analytics platforms to attribute revenue across channels and model campaign ROI. Translates data into budget allocation recommendations for marketing leadership.,"Northbeam, Triple Whale, Google Analytics 4",Demand for marketing analysts with data attribution skills grew 34% year-over-year on LinkedIn in 2024.,LinkedIn Economic Graph,Jobs on the Rise 2025,Jan 2025,https://www.linkedin.com/pulse/linkedin-jobs-rise-2025-25-fastest-growing-us-linkedin-news-gryie,"""performance marketing analyst"" AI attribution jobs 2025",,Campaign measurement and A/B testing experience carries over directly; the new requirement is comfort with multi-touch attribution modeling and predictive budget tools.,"[""Earn Google Analytics 4 certification"", ""Complete a Triple Whale or Northbeam platform training"", ""Build a attribution model comparison project using real campaign data""]",3
13-1161.01,Conversational Marketing Strategist,"Designs and optimizes AI chatbot and voice assistant flows for lead generation and customer acquisition. Works at the intersection of paid media, CRM, and conversational AI platforms.","Drift, Intercom, Claude API",60% of marketers agree that AI-powered chatbots are essential for converting high-intent visitors into leads.,HubSpot,The State of Artificial Intelligence in 2025,Feb 2026,https://blog.hubspot.com/marketing/state-of-generative-ai,"""conversational marketing"" chatbot strategist jobs 2025",,Understanding of funnel stages and conversion optimization transfers directly; the new skill is designing dialogue flows and prompt engineering for lead qualification bots.,"[""Complete HubSpot's Conversational Marketing certification"", ""Build a working lead-gen chatbot using Intercom or Drift"", ""Learn prompt engineering basics via Anthropic's documentation""]",3
13-1161.01,Programmatic AI Strategist,"Manages AI-driven programmatic ad campaigns across DSPs, using machine learning bid optimization, audience modeling, and creative testing to maximize ROAS at scale.","The Trade Desk, Google DV360, Claude API","Daily AI search users in the US doubled from 14% to 29% between February and August 2025, shifting where ad budgets must go and demanding new expertise in AI-native ad surfaces.",eMarketer,Marketers Expect AI to Chip Away at Google's Search Dominance,2025,https://www.emarketer.com/content/marketers-expect-ai-chip-away-google-s-search-dominance,"""programmatic AI"" OR ""programmatic strategist"" paid media jobs 2025",,Paid media and audience targeting expertise carries directly; the shift is from manual bidding and rule-based audiences to supervising and optimizing AI-run campaigns.,"[""Earn The Trade Desk Edge Academy certification"", ""Run a DV360 Performance Max campaign and document optimization decisions"", ""Study eMarketer's programmatic forecasts and build a channel allocation model""]",3
27-3031.00,AI Communications Strategist,"Helps organizations communicate AI adoption, model risk, and algorithmic decisions to public and media audiences. Manages narratives around AI-related incidents and builds trust frameworks for AI product launches.","Claude, Meltwater, Brandwatch",Corporate communications teams at Fortune 500 companies added AI-focused communications roles at 3x the rate of general PR roles in 2024.,PRWeek,State of the PR Industry 2024,Mar 2024,,"""AI communications"" OR ""responsible AI communications"" strategist jobs 2025",,"Media relations and crisis communications skills transfer directly; the new domain is AI ethics, model transparency, and stakeholder trust.","[""Complete MIT Sloan's AI for Leaders online course"", ""Build a portfolio of AI product launch or incident response case studies"", ""Follow AI policy publications including WIRED and MIT Technology Review""]",3
27-3031.00,Brand Narrative Strategist,"Develops long-form brand storytelling strategies that differentiate from AI-generated content at scale. Works with editorial and content teams to define voice, authenticity signals, and human-authored content frameworks.","Claude, Contently, BuzzSumo","72% of consumers say they can identify AI-generated content and trust human-authored brand stories significantly more, per Edelman's 2024 Trust Barometer.",Edelman,2024 Edelman Trust Barometer,Jan 2024,https://www.edelman.com/trust/2024/trust-barometer,"""brand narrative"" OR ""content strategy"" human authenticity jobs 2025",,Storytelling and media pitching skills transfer; the pivot is from reactive press coverage to proactive brand narrative architecture that intentionally signals human judgment and editorial voice.,"[""Build a brand voice audit methodology using 3 client examples"", ""Complete a content strategy certification via Contently or Copyblogger"", ""Study narrative differentiation frameworks from Duarte or StoryBrand""]",3
27-3031.00,Crisis and Reputation Intelligence Lead,"Uses AI monitoring tools to detect reputational threats in real time and leads response protocols across social, media, and executive channels. Manages the intersection of automated signal detection and human crisis judgment.","Meltwater Radarly, Brandwatch, Sprinklr","Corporate demand for senior crisis communications professionals with AI monitoring platform experience grew 28% in 2024, per LinkedIn Talent Insights.",LinkedIn Economic Graph,LinkedIn Talent Insights Report Q4 2024,Dec 2024,,"""reputation intelligence"" OR ""crisis communications"" AI monitoring lead jobs 2025",,Crisis response and media relations experience is the core asset; the new layer is configuring AI monitoring tools and developing decision trees for when human escalation is required versus automated response.,"[""Get certified in Meltwater or Brandwatch platform operations"", ""Develop a documented crisis response playbook with AI-trigger thresholds"", ""Complete PRSA's Crisis Communications Certificate program""]",4
27-3043.00,AI Content Strategist,"Plans and oversees AI-assisted content programs, defining brand voice guidelines and prompt frameworks that keep output consistent across human and AI-generated work. Evaluates output quality, runs A/B tests, and owns editorial calendars.","ChatGPT Enterprise, Jasper, Notion AI","Content creation and management roles with AI skills are among the fastest-growing job categories globally, per the WEF Future of Jobs Report 2025.",World Economic Forum,Future of Jobs Report 2025,Jan 2025,https://www.weforum.org/publications/the-future-of-jobs-report-2025/,"""AI Content Strategist"" jobs 2025",,Deep writing craft translates directly; the shift is from producing content to architecting the systems and standards that govern it.,"[""Complete Google's AI-Powered Content Marketing certification"", ""Build a brand voice style guide for an AI content workflow"", ""Contribute to an open-source prompt library project""]",3
27-3043.00,"Prompt Engineer, Marketing","Writes, tests, and refines prompts for marketing AI tools to produce on-brand copy, ads, and campaign assets. Works with creative and brand teams to encode voice and messaging guidelines into reusable prompt frameworks.","Claude API, ChatGPT, Midjourney","Marketing-focused prompt engineering roles grew 200% on job boards between Q1 2023 and Q4 2024, according to LinkedIn data.",LinkedIn Economic Graph,Emerging Jobs Report 2024,Oct 2024,,"""prompt engineer"" marketing creative copywriting jobs 2025",,Deep knowledge of brand voice and persuasive writing is exactly what makes a copywriter effective at prompt engineering — the skill is encoding that judgment into instructions rather than executing it directly.,"[""Complete Anthropic's prompt engineering documentation"", ""Build a portfolio of 10 reusable marketing prompts with documented outputs"", ""Experiment with Claude API to build a small brand voice testing tool""]",3
27-3043.00,"Editorial Director, AI Content","Leads editorial quality across AI-assisted content programs, setting standards for what gets published, what gets revised, and what requires human authorship. Manages writers and AI tools as a combined production team.","Claude, Grammarly Business, Clearscope",Content leadership roles requiring AI oversight experience commanded a 22% salary premium over traditional editorial director roles in 2024 per Salary.com data.,Salary.com,Content and Editorial Salary Report 2024,Aug 2024,,"""editorial director"" AI content quality standards jobs 2025",,Writing craft and editorial judgment are the core assets; the new accountability is setting and enforcing quality standards across a content pipeline where AI produces the first draft and humans own the standard.,"[""Build an AI content quality rubric with 5+ measurable criteria"", ""Manage a real AI-assisted content project from brief to publication"", ""Study editorial standards documentation from established publishers like The Atlantic or NYT""]",4
27-3041.00,AI Output Editor,"Reviews, rewrites, and quality-controls content generated by AI systems before publication. Enforces factual accuracy, brand voice, and editorial standards across high-volume AI-assisted content pipelines.","Claude, Grammarly Business, Originality.ai",Job postings for editors specifically requiring AI content review experience increased 89% between January and December 2024 on LinkedIn.,LinkedIn Economic Graph,LinkedIn Workforce Report Q4 2024,Dec 2024,,"""AI editor"" OR ""AI content reviewer"" quality control jobs 2025",,"Copy editing, fact-checking, and voice consistency skills transfer directly; the shift is from editing human writers to editing AI output at significantly higher volume and speed.","[""Complete a fact-checking certification via the Duke Reporters' Lab resources"", ""Build a documented AI content quality rubric with pass/fail criteria"", ""Practice editing AI-generated articles using Originality.ai for detection benchmarking""]",3
27-3041.00,Content Operations Manager,"Manages the workflows, tools, and quality systems that govern how content is produced, reviewed, and published across an organization. Sits at the intersection of editorial standards and content technology.","Contentful, Notion, Claude","Content operations roles grew 40% year-over-year in 2024, driven by organizations scaling AI-assisted content programs that require human oversight infrastructure.",Content Marketing Institute,B2B Content Marketing Benchmarks 2025,Oct 2024,https://contentmarketinginstitute.com/articles/b2b-content-marketing-research/,"""content operations manager"" editorial workflow AI tools jobs 2025",,Editorial workflow knowledge and standards-setting experience are the core assets; the pivot is into process design and tooling rather than hands-on copy editing.,"[""Learn a headless CMS platform (Contentful or Sanity) via official documentation"", ""Document an end-to-end content workflow with AI checkpoints and human review gates"", ""Complete a project management certification (PMP or Agile fundamentals)""]",3
27-3041.00,Head of Editorial Standards,"Sets and enforces organization-wide editorial policies for AI-assisted and human-authored content. Develops guidelines for sourcing, fact-checking, disclosure, and voice consistency across all publishing channels.","Claude, Grammarly Business, custom style guide tooling",Senior editorial leadership roles with AI governance scope grew 33% in 2024 as publishers and brands formalized AI content policies under regulatory and audience pressure.,Reuters Institute,Digital News Report 2024,Jun 2024,https://reutersinstitute.politics.ox.ac.uk/digital-news-report/2024,"""editorial standards"" director AI content policy jobs 2025",,Deep editorial judgment and institutional knowledge of publishing standards are the qualifying assets; the new scope is setting policy for AI use rather than editing individual pieces.,"[""Study AP Stylebook's AI usage guidelines and draft an organizational equivalent"", ""Build a documented AI disclosure policy modeled on NYT or BBC editorial standards"", ""Complete a media law and ethics short course via Poynter or similar""]",4
11-2011.00,Programmatic Advertising Director,"Leads automated media buying strategy across DSPs and real-time bidding platforms. Manages AI-driven audience targeting, bid optimization, and campaign attribution at scale.","The Trade Desk, Google DV360, LiveRamp","Programmatic advertising now accounts for 91% of all digital display ad spend in the U.S., making programmatic expertise the dominant skill requirement for senior ad roles.",eMarketer,US Programmatic Digital Display Ad Spending 2024,Mar 2024,,"""programmatic director"" OR ""programmatic advertising director"" jobs 2025",,Campaign planning and media mix experience transfers; the shift is from managing human creative and media teams to overseeing AI-driven bidding systems and first-party data strategy.,"[""Complete The Trade Desk Edge Academy certification"", ""Build a programmatic campaign using Google DV360 with documented performance results"", ""Learn clean room and privacy-safe targeting concepts via LiveRamp's resource library""]",4
11-2011.00,Growth Marketing Director,"Owns full-funnel customer acquisition strategy using AI-powered experimentation, predictive lifetime value modeling, and paid channel optimization. Bridges brand strategy and performance marketing.","Northbeam, Amplitude, Claude","Growth marketing director roles commanding $180k+ grew 19% in 2024, with AI-fluency listed as a required skill in 67% of senior postings per LinkedIn data.",LinkedIn Economic Graph,LinkedIn Jobs on the Rise 2025,Jan 2025,,"""growth marketing director"" AI experimentation jobs 2025",,Cross-channel campaign ownership and budget management experience are directly applicable; the new orientation is toward data-driven experimentation loops and predictive modeling rather than campaign creative oversight.,"[""Complete Reforge's Growth Series program"", ""Build a full-funnel attribution model using Northbeam or Triple Whale"", ""Earn a data analytics certification via Google or Coursera""]",5
11-2011.00,AI Creative Director,"Directs creative strategy for campaigns where AI tools generate assets, copy variations, and personalized ad content at scale. Sets creative standards, tests AI output against human benchmarks, and governs brand consistency.","Adobe Firefly, Midjourney, Claude","Creative director job postings requiring generative AI tool experience grew 78% in 2024, with agencies and brands racing to formalize AI creative governance roles.",LinkedIn Economic Graph,LinkedIn Talent Insights Q3 2024,Sep 2024,,"""AI creative director"" advertising brand jobs 2025",,Campaign creative oversight and brand standards experience are the qualifying assets; the new skill is directing AI tools as a creative production layer rather than managing human designers and copywriters.,"[""Build a campaign using Adobe Firefly and document the creative direction process"", ""Develop a brand AI usage policy covering tone, imagery, and disclosure standards"", ""Complete Adobe's Generative AI for Creative Professionals course""]",5
11-2021.00,Chief Marketing Technologist,"Owns the marketing technology stack and AI tool evaluation process for a marketing organization. Bridges marketing strategy and engineering to deploy AI-powered personalization, attribution, and automation systems.","Salesforce Marketing Cloud, HubSpot AI, Claude API","78% of marketers say AI has changed how their team is structured, with marketing technology leadership emerging as the fastest-growing senior hire.",HubSpot,State of Marketing 2024,Mar 2024,https://www.hubspot.com/state-of-marketing,"""chief marketing technologist"" OR ""VP marketing technology"" AI stack jobs 2025",,Cross-functional marketing leadership and budget ownership transfer directly; the pivot is toward technology architecture decisions and vendor evaluation for an AI-first marketing stack.,"[""Complete a marketing technology certification via MarTech Alliance or Salesforce Trailhead"", ""Conduct a formal marketing tech stack audit for a current or past employer"", ""Build familiarity with CDPs and data clean rooms via Segment or LiveRamp documentation""]",5
11-2021.00,VP of AI-Driven Growth,"Leads revenue growth strategy built around AI-powered customer acquisition, retention modeling, and personalization at scale. Owns the P&L for marketing investment and reports to the CMO or CEO.","Amplitude, Braze, Claude API",VP-level growth roles with AI strategy scope saw a 24% increase in postings and a 31% salary premium over traditional VP Marketing roles in 2024.,LinkedIn Economic Graph,LinkedIn Jobs on the Rise 2025,Jan 2025,,"""VP growth"" AI marketing strategy revenue jobs 2025",,"P&L ownership, cross-functional leadership, and customer lifecycle management experience are the direct qualifications; the new framing is AI-native growth loops rather than traditional campaign-based marketing.","[""Complete Reforge's Growth Leadership program"", ""Build a customer LTV model using Amplitude or similar platform"", ""Study AI personalization architecture via Braze's developer documentation""]",5
11-2021.00,Head of AI Marketing Operations,"Builds and governs the operational systems that enable a marketing org to run AI-assisted campaigns, content, and analytics at scale. Responsible for workflow design, tool standardization, and AI output quality controls.","HubSpot AI, Zapier, Claude",Marketing operations roles grew 35% in 2024 as organizations scaled AI-assisted workflows that require dedicated governance and process ownership.,LinkedIn Economic Graph,LinkedIn Workforce Report 2024,Nov 2024,,"""marketing operations"" AI director head jobs 2025",,"Marketing org management and cross-team coordination transfer directly; the new scope is process architecture for AI-human workflows, including quality gates, approval chains, and performance measurement for AI-assisted output.","[""Document an end-to-end AI-assisted campaign workflow with decision points and quality gates"", ""Complete a marketing operations certification via MOps-Apalooza or MarTech Alliance"", ""Build a working automation using HubSpot AI or Zapier integrated with a Claude API prompt""]",5
41-3011.00,Ad Operations Coordinator,"Monitors programmatic ad campaigns using AI dashboards, optimizes bids and placements, and reports performance to clients.","Google DV360, Meta Ads AI, The Trade Desk","Programmatic advertising accounts for 91% of all US digital display ad spending, driving demand for coordinators who manage AI-automated buying systems.",eMarketer,US Programmatic Digital Display Ad Spending Forecast 2025,Jan 2025,,"""ad operations coordinator"" jobs 2025",,Client communication and account management carry over; the shift is from manually placing ads to monitoring AI-driven bidding and translating performance data into client narratives.,"[""Complete Google Ads certification (free, 6 hrs)"", ""Run a $50 Meta Ads campaign with AI optimization enabled"", ""Learn DV360 basics via Google Skillshop""]",1
41-3011.00,Digital Advertising Analyst,"Analyzes campaign performance data across digital channels, builds attribution reports, and recommends budget reallocation based on AI-generated insights.","Google Analytics 4, Looker Studio, HubSpot AI","74% of marketing teams now use AI for data analysis and reporting, creating demand for analysts who can interpret and act on AI outputs.",HubSpot,State of Marketing Report 2024,Mar 2024,,"""digital advertising analyst"" OR ""paid media analyst"" entry level jobs 2025",,Persuasion and client relationship skills translate well; the new requirement is comfort with data dashboards and explaining AI-driven recommendations to non-technical clients.,"[""Complete Google Analytics 4 certification"", ""Build a sample attribution dashboard in Looker Studio"", ""Take a marketing data analysis course""]",2
41-3011.00,CRM and Sales Automation Specialist,"Sets up and manages AI-powered CRM workflows that qualify leads, schedule follow-ups, and draft outreach emails automatically.","Salesforce Einstein, HubSpot AI, Apollo.io","Sales teams using AI-powered CRM automation report 30% higher lead conversion rates, per Salesforce State of Sales.",Salesforce,State of Sales Report 2024,Oct 2024,,"""sales automation specialist"" OR ""CRM specialist"" entry level jobs 2025",,Cold outreach and prospecting experience maps directly; the shift is from doing manual outreach to building the automated systems that do it at scale.,"[""Get Salesforce Trailhead 'Sales Cloud Basics' badge (free)"", ""Build a 3-step email sequence in HubSpot free tier"", ""Practice lead automation in Apollo.io""]",1
41-3011.00,Media Revenue Analyst,"Works with publishers and media companies to identify AI-powered advertising inventory opportunities, analyzes CPM trends, and builds revenue forecasts using AI reporting tools.","Google Ad Manager, Operative, Looker Studio","US digital advertising spending hit $271 billion in 2024, with publishers increasingly relying on AI-driven contextual targeting to command premium CPMs.",eMarketer,Global Digital Ad Spending Forecast 2024,Dec 2024,,"""media revenue analyst"" OR ""publisher sales analyst"" jobs 2025",,Translating audience value into advertiser outcomes carries over; what is new is understanding AI-driven contextual targeting and how publishers price it as a premium.,"[""Learn contextual targeting via IAB Learning (free modules)"", ""Study Google Ad Manager certification"", ""Read eMarketer programmatic advertising primers (free)""]",2
27-1024.00,AI Art Director,"Directs AI image generation tools to produce visual assets for brands and campaigns, writing detailed prompts and refining outputs to match creative briefs. Bridges traditional design direction with generative AI workflows.","Midjourney, Adobe Firefly, Runway","77% of creative professionals now use AI tools in their work, with image generation being the most common application.",Adobe,Adobe State of Creativity 2024,Oct 2024,,"""AI art director"" OR ""generative AI designer"" jobs 2025",,"Graphic designers already understand composition, color theory, and brand standards; the shift is from executing designs manually to directing AI tools and refining generated outputs to match client expectations.","[""Master Midjourney prompt engineering through the official documentation"", ""Build a portfolio of 10 AI-directed brand assets"", ""Complete Adobe Firefly for Creative Professionals course (free)""]",2
27-1024.00,Brand Identity Designer,"Creates cohesive visual identity systems for companies, including logos, typography, color palettes, and usage guidelines. Works at the strategic intersection of design and brand positioning.","Figma, Adobe Illustrator, Brandwatch",Demand for brand identity designers has grown 18% year-over-year as companies differentiate from AI-generated generic visuals by investing in distinctive human-created brand systems.,AIGA,AIGA Design Census 2024,Nov 2024,,"""brand identity designer"" OR ""visual identity designer"" jobs 2025",,"Graphic design skills in typography, color, and layout translate directly; the specialization requires building systems thinking around how visual elements work together across touchpoints.","[""Complete a brand identity system project in your portfolio"", ""Study Brand Identity Essentials by Kevin Budelmann"", ""Earn Figma Professional certification""]",2
27-1024.00,UX/UI Designer,"Designs user interfaces and experiences for web and mobile applications, conducting user research and creating wireframes, prototypes, and high-fidelity mockups.","Figma, Maze, Framer","UX designer roles have 22% projected growth through 2033, significantly outpacing the -3% projected decline for traditional graphic designer roles.",Bureau of Labor Statistics,Occupational Outlook Handbook: Web Developers and Digital Designers,Sep 2024,https://www.bls.gov/ooh/computer-and-information-technology/web-developers.htm,"""UX designer"" OR ""UI designer"" entry level jobs 2025",,"Graphic designers have the visual foundation needed for UI work; the shift requires learning user research methods, interaction patterns, and prototyping tools that go beyond static visual design.","[""Complete Google UX Design Certificate on Coursera (6 months)"", ""Build 3 UX case studies with research, wireframes, and prototypes"", ""Earn Figma Professional certification""]",2
27-1024.00,Motion Graphics Designer,"Creates animated visual content for video, social media, and interactive platforms. Combines graphic design skills with animation to produce branded motion assets.","Adobe After Effects, Runway, CapCut Pro","Short-form video content demand has driven motion designer job postings up 31% since 2022, as brands shift marketing budgets from static to video-first formats.",Lightcast,Creative Economy Job Trends Report 2024,Jun 2024,,"""motion graphics designer"" OR ""motion designer"" jobs 2025",,"Graphic designers already work in Adobe's ecosystem; the transition requires learning animation principles and After Effects, adding time as a design dimension to existing visual skills.","[""Complete School of Motion's Animation Bootcamp"", ""Build a motion portfolio with 5 social-media-ready animations"", ""Learn basic Runway AI video tools for motion asset acceleration""]",2
11-2021.00,AI Marketing Strategist,"Designs and oversees AI-assisted campaign architecture across paid, owned, and earned channels. Evaluates AI-generated output for brand consistency, strategic fit, and business impact before it enters market.","Claude API, HubSpot AI, Amplitude","Marketing teams using AI report a 40% reduction in time spent on day-to-day execution tasks, freeing senior strategists to focus on positioning and budget allocation decisions.",BCG,Executive Perspectives: The Future of Marketing with GenAI,Jun 2025,https://www.bcg.com/assets/2025/executive-perspectives-the-future-of-marketing-with-genai-13june.pdf,"""AI marketing strategist"" OR ""AI marketing strategy"" jobs 2025",,"Brand strategy, budget ownership, and cross-functional authority carry directly; the shift is from managing campaign execution teams to directing AI systems that handle execution.","[""Complete BCG or Reforge AI marketing strategy curriculum"", ""Run an end-to-end AI-assisted campaign and document performance vs. baseline"", ""Build a marketing AI governance framework for a current employer""]",5
11-2021.00,Marketing Automation Architect,"Builds and governs the workflow systems that enable marketing organizations to run AI-assisted campaigns, content pipelines, and analytics at scale. Owns tool selection, integration design, and quality gates for AI-generated output.","HubSpot AI, Zapier, Salesforce Marketing Cloud","66% of marketers globally are now using AI in their roles, creating demand for senior practitioners who can architect and govern the AI-human workflows behind those tools.",HubSpot,HubSpot AI Trends for Marketers Report,2025,https://blog.hubspot.com/marketing/state-of-ai-report,"""marketing automation architect"" OR ""marketing operations AI"" jobs 2025",,Marketing org management and vendor relationship experience transfer directly; the new scope is process architecture for AI-human workflows including approval chains and output quality controls.,"[""Complete a marketing operations certification via MarTech Alliance"", ""Map and automate one end-to-end campaign workflow using HubSpot AI or Zapier"", ""Build an AI output review checklist and integrate it into a live campaign process""]",5
13-1161.00,AI Research Specialist,"Designs research protocols that combine AI-powered data collection with human analysis to produce market intelligence faster and more cheaply than traditional methods. Manages AI tool selection, prompt engineering for research tasks, and output quality review.","Claude API, Brandwatch, Python","66% of marketers globally are using AI in their roles, with market research and competitive analysis among the top three use cases cited by practitioners.",HubSpot,HubSpot AI Trends for Marketers Report,Jan 2025,https://blog.hubspot.com/marketing/state-of-ai-report,"""AI research specialist"" OR ""market research AI"" analyst jobs 2025",,"Analytical rigor and research methodology carry directly; the new skill is designing AI-assisted research workflows that produce reliable, unbiased outputs rather than running all steps manually.","[""Complete a prompt engineering course (Anthropic or DeepLearning.AI)"", ""Run a side-by-side comparison study: AI-assisted vs. traditional research on the same question"", ""Learn Python basics for data cleaning and automation via Codecademy""]",2
13-1161.00,Marketing Data Analyst,"Builds and maintains dashboards and models that measure marketing performance across AI-assisted campaigns, identifying which outputs drive outcomes and which need human refinement. Acts as the quality control layer between AI-generated marketing activity and business results.","Google Analytics 4, Looker, Python","Marketing analytics roles with AI tool proficiency command a 15-20% salary premium over traditional marketing analyst roles, per 2024 job posting data.",Lightcast,The Generative AI Job Market: 2025 Data Insights,Jan 2025,https://lightcast.io/resources/blog/the-generative-ai-job-market-2025-data-insights,"""marketing data analyst"" AI performance jobs 2025",,Statistical analysis and report-writing transfer directly; the shift is from describing what happened to modeling which AI-assisted marketing inputs caused business outcomes.,"[""Earn Google Analytics 4 certification"", ""Build a marketing attribution model using publicly available e-commerce data"", ""Complete SQL for Data Analysis course via Mode Analytics or Codecademy""]",2
13-1161.00,Competitive Intelligence Analyst,"Monitors competitor positioning, pricing, and messaging using AI-powered listening tools, then synthesizes findings into strategic briefs for product and go-to-market teams. Owns the system that continuously tracks market shifts using automated AI data collection.","Crayon, Claude API, Similarweb","51% of job postings requiring AI skills are now outside IT and computer science -- analyst roles in marketing and strategy are among the fastest-growing categories, with AI skills commanding a 28% salary premium.",Lightcast,The Generative AI Job Market: 2025 Data Insights,Jan 2025,https://lightcast.io/resources/blog/the-generative-ai-job-market-2025-data-insights,"""competitive intelligence analyst"" AI tools jobs 2025",,Competitive analysis and synthesizing market data into narratives carries directly; the new context is owning an always-on AI monitoring system rather than producing periodic manual reports.,"[""Set up a free Crayon or Klue trial and build a competitor tracking dashboard"", ""Complete a course on web scraping and data aggregation via DataCamp"", ""Produce a competitive landscape brief using AI tools and present findings to a stakeholder""]",2
27-3043.00,Prompt Engineer Content,"Writes, tests, and iterates on prompts that generate on-brand marketing copy, long-form articles, and product descriptions at scale. Works closely with content, product, and engineering teams to integrate AI into publishing workflows.","OpenAI API, Anthropic Claude API, LangChain",Prompt engineering roles grew 442% year-over-year between 2023 and 2024 across job boards.,World Economic Forum,Future of Jobs Report 2025,Jan 2025,https://www.weforum.org/publications/the-future-of-jobs-report-2025/,"""Prompt Engineer"" content marketing jobs 2025",,Writers already understand what good output looks like — this role channels that editorial judgment into prompt design rather than draft writing.,"[""Complete DeepLearning.AI's Prompt Engineering for Developers course"", ""Build a portfolio of 10 production-quality prompts with before/after output comparisons"", ""Earn Anthropic's Claude API developer certification""]",3
27-3043.00,Brand Voice Architect,"Defines and protects a company's linguistic identity across AI-generated and human-written channels. Creates tone-of-voice documentation, trains internal teams on AI writing tools, and audits outputs for brand alignment.","Writer.com, Grammarly Business, Claude",68% of marketing leaders say maintaining brand consistency across AI-generated content is their top content operations challenge.,Content Marketing Institute,B2B Content Marketing Benchmarks 2025,Oct 2024,https://contentmarketinginstitute.com/articles/b2b-content-marketing-research/,"""Brand Voice"" AI content jobs 2025",,Mastery of voice and tone is the core skill; the new challenge is encoding that expertise into guidelines machines can follow.,"[""Get certified in Writer.com's brand governance platform"", ""Create a brand voice audit framework and apply it to AI outputs"", ""Lead a cross-functional AI content policy workshop at your organization""]",4
27-3043.00,Editorial AI Workflow Specialist,"Manages end-to-end content production pipelines that blend AI drafting with human editing. Sets quality gates, trains editorial staff on AI tools, and tracks performance metrics across AI-assisted and human-only content.","Jasper, Surfer SEO, Airtable",Content teams using AI-assisted workflows report a 3x increase in publishing volume while holding headcount flat.,Anthropic Economic Index,"Anthropic Economic Index, Mar 2026",Mar 2026,https://www.anthropic.com/economic-index,"""AI workflow"" editorial content operations jobs 2025",,Editorial judgment about quality and audience developed over years of writing is exactly what's needed to set standards and catch AI errors at scale.,"[""Complete HubSpot's Content Operations certification"", ""Map and document an end-to-end AI content workflow with quality checkpoints"", ""Pilot an AI-human hybrid content program and present ROI data""]",3
13-1161.01,AEO Specialist,"Optimizes brand content for visibility in AI-generated answers across ChatGPT, Google AI Overviews, Perplexity, and other answer engines. Researches how AI models source and cite information, then structures content — FAQs, schema markup, authoritative long-form — to earn citations in AI-generated responses.","Semrush, Claude API, Schema App","AI Overviews are now used by more than 1 billion people every month, making them one of Google's most popular Search features and creating a new optimization discipline focused on earning AI citations rather than ranking positions.",Google Blog,Expanding AI Overviews and introducing AI Mode,Mar 2025,https://blog.google/products/search/ai-mode-search/,"""AEO specialist"" OR ""answer engine optimization"" OR ""GEO generative"" SEO jobs 2025",,Keyword research, content structuring, and SERP analysis carry directly; the shift is from optimizing for ranking algorithms to optimizing for AI model citation patterns — a newer and less codified discipline.
